the_geom,code,id
0103000020E61000000100000042000000FE76287E0CAE0EC0DFB024C5CB324440FF8D17AEC1AF0EC09607B648C7324440FEE4F15D63B20EC00FDCA5CEC43244407D2B422689B50EC0D781D23CCC324440FD3B81BDB3BB0EC08E040CCED73244407DB6930BE2BB0EC097247E41D13244407F7876A5F1BB0EC006929208CF324440FE4388E8E4BC0EC0F608147BA63244407D65E426EABC0EC02FCC1CF1A53244407E724CD057C30EC08FA39D2DDD324440FDEE8A2EDECD0EC07E40389D373344407E1FE13437C80EC0D7078EBB3A334440FF84B4FAE6C40EC0B74A2E1A793344407E2C95239EC70EC0FF6D486BCA3344407E758DEB07CD0EC0A761F2A9173444407E56043C5BD10EC04E11788744344440FFD9D4CF27D50EC01FEAE1BD6E3444407F667236CBD70EC0A70F38B184344440FE24E113D1DA0EC086B3397BB6344440FEA0F4C161DB0EC027B730CABF344440FECEE89853DA0EC0FF87BBEBC93444407DAF6671BAD20EC0EE56A882F7344440FD8636DB47C80EC02FD1C947193544407D736DAC48C20EC00753056B5D354440FEBE820E6AC00EC0C70AC38B5C3544407E0A589D81BE0EC04E428E657D354440FF568D6074BE0EC05731034A7E354440FF2EABA10BBD0EC06E89B48C963544407E624B13F7BC0EC0178CBDEE97354440FD83F1AFA6BC0EC05F5FF0BC803544407EC8820E83BC0EC0FE8854D8773544407E87DD5647BC0EC08F860B3C65354440FF43098431BC0EC0CF1AAED15B3544407D851A282CBC0EC0F6133581593544407DCC1631F8BB0EC09FCB870F43354440FD0201BEBCBB0EC0EF3A6F66293544407DE73416ABBB0EC00619FAC01F3544407E8357465ABB0EC0271FB899F3344440FE033F4109BB0EC0DF5B970BCB3444407E20219737BA0EC00FA5487F7C3444407D5947007DB80EC09F13F9741B3444407E1825FDD7B30EC02F05BC9C94334440FE69BE01DAAF0EC0EFACD08A843344407E96D4486FAD0EC016650DF6783344407F4B7B5A61AD0EC0D7556CB378334440FD48804322A80EC02636E48E5F334440FE1AB51D53A70EC0B7F6DE085D334440FE939A4909A70EC0BFB2B1225C3344407D00BDA4CCA50EC0EF4A284858334440FFA00B5EA7A50EC0D7A6C0D3573344407E02540CA7A50EC0EEE5D8D257334440FECEEADC88A50EC0AEF7517457334440FD0B70E687A50EC0472E5571573344407ECBFEAF70A80EC077A4F72B30334440FE102A122CA80EC0AE2658472D334440FE0F925E2CA80EC097640C422D334440FFA1AA232CA80EC0C673A03F2D334440FF490E380FAA0EC0B68BC0970D334440FE3311A919AA0EC01FEB48E80C3344407EF60EEC19AA0EC00F9899E30C334440FFA82C0E27AA0EC0EEE607FD0B334440FE31339D0AAC0EC0FF2FB254EC324440FFFE443CC8AC0EC0D70266D8DF324440FF636C18E0AC0EC04F3CAA6DDE324440FF316658F0AC0EC01781536BDD324440FE76287E0CAE0EC0DFB024C5CB324440,28668,6179
0106000020E610000001000000010300000001000000550000007ED3D46801E80EC0E6D6134B072A44407EEBCBC418E80EC077AE04660E2A4440FD8A61E43DE80EC01F6C1AB5122A44407E59FAC6C7E80EC0575CE6680C2A4440FD89876E28E90EC0D7A44A8D062A44407E0A189235E90EC0FED92246072A44407E28304935E90EC08FA4544A072A4440FDB08EE7E6E80EC02F4403131B2A44407FD5C070E4E80EC0272F8DDE1B2A44407DBBBA410FE90EC0D6D1AC213A2A44407E48FC1D5BEA0EC03E86D8EA402A4440FECB348EF5EB0EC0FE1B14113D2A44407E0ED8D0CFEE0EC076E8F8147C2A4440FEAE19D8F3F00EC007FD3C676D2A44407E5B13E8A3F50EC00F5791DE5B2A4440FEF5C5E2E3F50EC0EFBA127C602A4440FEE9C696F6F50EC0DF21A8AE652A4440FE12502B6EF10EC00F464BFE752A4440FD6DB67CCFEE0EC027A34BF7862A4440FD9343F21BF00EC0EF4C6FE0E52A4440FFD10BA479ED0EC0F70DFD53F02A4440FE741E130FE50EC0978A80800B2B44407EDA2F95A8DF0EC007C9D0ABB22A4440FEC457C02ADD0EC0A75318B0892A44407EF9228061DA0EC0A6DCC603692A44407EDBFE30F7D80EC01799F6896B2A44407D9C3821CBDB0EC01E348CB0892A44407F08AA9722DD0EC017EBFF04A62A44407D9B99EE83DD0EC07F7808E4AC2A44407F0681BE38DD0EC01F5AF450AF2A4440FEC22F4ED6D80EC0C787718ED32A4440FD67778D69D80EC0F7A9D4DBD52A4440FE086ACBDCD70EC07FD7A9D6D82A4440FD5A1FAFD1D70EC03E032935D82A4440FE27537BD0D70EC05E83A623D82A4440FFB6F170D0D70EC00651E722D82A44407EFC5C54B2D70EC0F726A66FD62A4440FE95F5439BD70EC0FF654144D52A44407F401A1E96D70EC05F7096F1D42A44407E70E59A95D70EC06F5F3DEAD42A44407E8FFBB48ED70EC08FE8894CD42A4440FE7D4AED8AD70EC0879464DBD32A4440FF69535889D70EC0375559AAD32A4440FF87E9C187D70EC04FA3E371D32A44407E8DC50674D70EC097584A80D02A44407E6B5259ADD60EC00F646834AF2A4440FE74AF5779D60EC04EFD70E9A62A44407E83726B81D50EC067898C4E7F2A44407DA9851181D50EC06E3432537F2A4440FE9645CB80D50EC0D7BE2B477F2A4440FE0FA2C480D50EC0FF03EF457F2A44407D5B10C380D50EC0B7C3A1457F2A4440FEC5536080D50EC06F6985367F2A44407E6BCC0580D50EC02F7E05287F2A44407EB807B97FD50EC057CE5C1B7F2A4440FE1937657CD50EC0661725467F2A44407D7410AB3AD50EC09E984693822A4440FE83110436D50EC0973D2D30802A44407E55B4E6DFD60EC0AFBADFCF6A2A44407F6BC87E07D70EC01E1C1ED3682A44407EAF1592C0D90EC03EBBB7B64A2A44407E51FF751DDC0EC0360FF57A2D2A44407E957A3AF8DD0EC0FE37DEAF152A4440FF71F5E4AFDF0EC0876D721C022A44407EC8F15669E00EC017F5AD5DFB2944407FC01D9AD4E00EC0A7F2E976F72944407F7698ABE8E10EC0AE891A44F02944407EEC138DEFE20EC09FAEBDB1EC294440FF457E023BE40EC08EFD4E11E92944407EA6FDB948E60EC0679CEA4DE1294440FE90823FB7E70EC0AFF0AB1DDD294440FE386982B9E70EC03739E43FDD2944407F879FAF64E80EC0EFB3815EE7294440FF74C182F5E80EC0B7949C69E82944407E0C1B945AE90EC0278E9B10EE294440FDEF436C00EA0EC03F910257F72944407ECE3A0936E90EC0A7478855FE2944407F051CB805E90EC0EED8E498032A44407FB29B6FF0E80EC0078B4D03042A4440FE776A07AFE80EC02733D9C7052A4440FD25FD2C5AE80EC027DD6B00062A4440FEC2B22425E80EC0DF922858042A4440FD5B6E45E7E70EC0FE0B513D032A4440FDC4DCF7E1E70EC0A7F07074042A44407ED3D46801E80EC0E6D6134B072A4440,28932,6061
0106000020E610000002000000010300000001000000090000007F3D032B65D40EC0DE9681CB782844407FB3117323D50EC077D2C8D26B284440FDAAF1B087D50EC0AF6FE9FA6F284440FE817EA721D70EC0A733B7BE5F284440FD09610103D90EC0AF48AE7678284440FEB0E45DE0DB0EC0DEAC085AA02844407E7BDB2121DA0EC01E943C7FB62844407EC1EDA1E3D50EC0C735DC6C852844407F3D032B65D40EC0DE9681CB7828444001030000000100000042000000FEEAF1B5C3D80EC09FC3068DE8284440FF29780B9BD70EC0E6017E6ECF2844407DA99F171CD60EC08E1878BAD42844407D57E4869ED40EC07FEA6699C9284440FE76ACD1B9D10EC09E6D063CAB2844407EE7F2236AD00EC0DF30C945A2284440FE9715EA1AD20EC07FB508AC842844407D4ED8DFBBD50EC07EC78DC89C2844407E17AA393EDC0EC03FBE4A34DF284440FDF347C3EBDD0EC057310331EF2844407F4E13ED5CDE0EC0B6E73717E82844407EE088DADEDE0EC0CE6D3C47E6284440FE8EC2E25EDF0EC03F3DF016E2284440FE76F9F90FE00EC03F801BA8D8284440FEE4A415BEE10EC02F032836E62844407E2E0D1A5BE10EC0266A8431EA284440FE08DDAC17E40EC006E8A94300294440FFA2C168D9E50EC09F10F32E0D294440FD9DBEF112E50EC03F09E9A41B294440FE4F6640A9E40EC0CE518346262944407D2783B4ACE60EC08F7F530E302944407D75068A92E70EC0CF76B17B36294440FE99D94D76E70EC0D75AE7B53A294440FD6D60BC78E50EC09720A28A4B294440FFA63E78C6E40EC08F5B60E35C294440FD9C6D95FEE30EC08F51FA8C76294440FD76EB4D86E20EC096460CFB872944407EEE02B2B4E00EC0E6827DC082294440FE32F5205FE00EC09F6E1F7B83294440FE3DA97077E10EC01EA650BF8E294440FE63CDDDB8E10EC0D621FEA892294440FF93D86156DF0EC06F6801ACA6294440FE251E78A6DD0EC09E0854F5B52944407E411BC917DD0EC0FFC3A5B4C42944407E1B3A6577DB0EC0F7590922C62944407EC153C10FD80EC0A6F939AFDB294440FEE8594526D80EC01FBE0BBAE42944407E1E39FB93D80EC0171B1CC9102A44407E19F93D69D60EC09F65119AEE294440FE297AE68BD50EC0F61F7525E0294440FE780D75E7D40EC0E6091C59D0294440FE6A64A039D40EC08E25E0A5BF2944407F8407BCAAD30EC05FB99B6FAA294440FE9F617DBCD20EC056DD5E5695294440FD0AB0F6ACD20EC0B64C5FF693294440FE5DD4BE2FD20EC02E8605D4802944407E9E7DBA5FD20EC02EEC627B802944407F1E167A70D30EC05E31A1FB8D2944407E5A454AD6D30EC096A9CE0593294440FF2DAB048DD50EC04F043B93A4294440FF375219E5D50EC0F7E3A1F99B294440FDB6D1669ED50EC06F13262D8D294440FF1558D6FFD40EC0AEDAB43B7C294440FF519DF848D40EC0C782C27D6A2944407E45A08221D20EC00E8E878565294440FF8BAD575AD20EC0165818E34C2944407DF320A433D30EC05E7C178938294440FF0FCD212BD40EC00606F8252D2944407F6D80AEB7D40EC0D7D4E0C51E294440FF0E22BD77D50EC08FE7E77D0F294440FF3B2911F8D50EC0367F1DE3022944407DD0C3EAECD60EC0EFCC5CD6EA2844407E38ADD338D40EC06FD3E436D9284440FFD3D5F363D40EC0B7403D7AD62844407FE70F8B42D80EC0B794A726F0284440FEEAF1B5C3D80EC09FC3068DE8284440,28937,6218
